variant,cases,pct
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->O_ACCEPTED->A_APPROVED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_DECLINED->A_DECLINED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_ACTIVATED->A_APPROVED->A_REGISTERED->O_ACCEPTED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_CANCELLED->O_CANCELLED->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->A_APPROVED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->A_REGISTERED->A_ACTIVATED->A_APPROVED->O_ACCEPTED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Valideren aanvraag->A_APPROVED->O_ACCEPTED->A_ACTIVATED->A_REGISTERED->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Valideren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Valideren aanvraag->A_ACTIVATED->O_ACCEPTED->A_REGISTERED->A_APPROVED->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->A_CANCELLED->O_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->W_Nabellen offertes->O_CANCELLED->A_CANCELLED->W_Nabellen offertes,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_APPROVED->A_REGISTERED->A_ACTIVATED->O_ACCEPTED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_APPROVED->O_ACCEPTED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->A_DECLINED->O_DECLINED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_APPROVED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->A_DECLINED->O_DECLINED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->O_DECLINED->A_DECLINED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Beoordelen fraude->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SENT_BACK->W_Nabellen incomplete dossiers->W_Valideren aanvraag->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->A_APPROVED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Beoordelen fraude->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->A_APPROVED->O_ACCEPTED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->A_ACTIVATED->O_ACCEPTED->A_REGISTERED->A_APPROVED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_ACCEPTED->A_APPROVED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SENT_BACK->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_APPROVED->A_ACTIVATED->O_ACCEPTED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_ACCEPTED->A_APPROVED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_ACCEPTED->A_APPROVED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SELECTED->O_CANCELLED->O_CREATED->O_SENT->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SENT_BACK->W_Nabellen incomplete dossiers->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_APPROVED->A_REGISTERED->O_ACCEPTED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_ACTIVATED->A_APPROVED->O_ACCEPTED->A_REGISTERED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_CANCELLED->O_SELECTED->O_CREATED->O_SENT->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_SENT_BACK->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->O_DECLINED->A_DECLINED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_APPROVED->O_ACCEPTED->A_REGISTERED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->A_CANCELLED->O_CANCELLED->W_Nabellen incomplete dossiers,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->O_ACCEPTED->A_REGISTERED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->W_Nabellen incomplete dossiers->W_Valideren aanvraag->A_REGISTERED->O_ACCEPTED->A_APPROVED->A_ACTIVATED->W_Valideren aanvraag,1,0.0
A_SUBMITTED->A_PARTLYSUBMITTED->A_PREACCEPTED->W_Afhandelen leads->A_ACCEPTED->A_FINALIZED->O_SELECTED->O_CREATED->O_SENT->W_Completeren aanvraag->O_SENT_BACK->W_Nabellen offertes->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Valideren aanvraag->W_Nabellen incomplete dossiers->A_APPROVED->O_ACCEPTED->A_ACTIVATED->A_REGISTERED->W_Valideren aanvraag,1,0.0
